Wavenumber;-700007.3971;-689997.4722;-679994.2205;-669997.6422;-659995.5917;-649995.8769;-639995.6282;-629996.1136;-619996.0651;-609995.5495;-599995.5678;-589995.6528;-579995.7378;-569995.8228;-568997.4996;-567997.7083;-566997.7168;-565997.9255;-564997.5336;-563997.9425;-562997.5506;-561997.6926;-560997.5676;-559997.3759;-558997.7181;-557997.2594;-556997.6683;-555997.2764;-554997.6186;-553997.2934;-552997.5689;-551997.5106;-550997.6526;-549997.3274;-548997.803;-547997.4111;-546997.6866;-545997.3614;-544997.7703;-544899.6063;-544799.3736;-544699.4078;-544599.3086;-544499.6764;-544399.1101;-544299.6781;-544199.5789;-544099.4796;-543999.4471;-543899.2811;-543799.5156;-543699.75;-543599.6507;-543499.5515;-543399.4522;-543300.0203;-543199.2537;-543099.8218;-542999.7226;-542899.6233;-542799.5241;-542699.4248;-542599.3256;-542499.8936;-542399.7944;-542299.6951;-542199.5959;-542099.4966;-541999.3974;-541899.9655;-541799.8662;-541699.6335;-541599.6677;-541499.5685;-541399.4692;-541299.37;-541199.2707;-541099.1715;-540999.7396;-540899.6403;-540799.5411;-540699.4418;-540599.5428;-540499.2433;-540399.8114;-540299.6454;-540199.8131;-540099.5136;-539999.4144;-539899.3151;-539799.8832;-539699.784;-539599.6847;-539499.5855;-539399.4862;-539299.387;-539199.2877;-539099.8558;-538999.0892;-538899.6573;-538799.5581;-538699.4588;-538599.3596;-538499.327;-538399.6949;-538299.6624;-538199.6299;-538099.5306;-537999.4314;-536997.7716;-535997.4464;-534997.7218;-533997.4634;-532997.3384;-531997.5471;-530997.8226;-529997.4974;-528997.7061;-527997.6479;-526997.8566;-525997.5314;-524997.6734;-523997.5484;-522997.9573;-521997.5654;-520997.7741;-519997.6491;-509995.9991;-499995.7504;-489995.8354;-479995.9204;-469995.8052;-459995.7567;-449995.5748;-439995.593;-429995.678;-419995.4961;-409995.848;-399995.5993;-389995.6176;-379995.7026;-369995.5206;-359995.8058;-349995.6906;-339995.9091;-332995.6349;-319996.0123;-309995.4967;-299995.6485;-249995.8732;-199995.7643;-149996.3227;-99995.88017;-49996.15832;3.935371;50004.01277;100003.8214;150004.0637;200004.1726;250003.8144;300003.7899;350004.1657;400003.9409;450004.1833;500003.7583;550003.934;600003.8427;650003.8181;700000.7238;750003.6355;800005.2125;850002.7856;900005.6973;950001.9357;1000004.847
1875.525701;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1879.383662;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1883.260886;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1887.157493;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1891.073606;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1895.009349;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1898.964845;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1902.940222;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1906.935604;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1910.95112;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1914.986899;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1919.04307;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1923.119765;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
1927.217114;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX;XXXX
